key,mean,lower,upper,n.subj,n.item,seed
b_adjectiveSUPERLATIVE,0.43969055333333334,0.34816165000000004,0.5339984500000001,250,18,51
b_cardinality4,-0.373511376,-0.46947835,-0.2795715500000001,250,18,51
b_cardinality4:adjectiveSUPERLATIVE,0.5224033165,0.382309525,0.6549262499999999,250,18,51
b_Intercept,0.12870442778333333,0.060296475,0.19699584999999997,250,18,51
b_cardinality4 + b_cardinality4:adjectiveSUPERLATIVE,0.1488919405,0.0427311,0.2537723,250,18,51
b_adjectiveSUPERLATIVE,0.6394486998333333,0.55061115,0.7293512249999999,250,18,52
b_cardinality4,-0.13457879912516665,-0.2216819,-0.04684215000000008,250,18,52
b_cardinality4:adjectiveSUPERLATIVE,-0.005932224139383334,-0.13136375,0.11565009999999983,250,18,52
b_Intercept,0.0656248965247,-6.590858750000002e-4,0.130783325,250,18,52
b_cardinality4 + b_cardinality4:adjectiveSUPERLATIVE,-0.14051102326455,-0.235143835,-0.046674812500000024,250,18,52
b_adjectiveSUPERLATIVE,0.2728524688333333,0.190636975,0.35425712499999995,250,18,53
b_cardinality4,-0.0365309218043,-0.120266725,0.047750884999999986,250,18,53
b_cardinality4:adjectiveSUPERLATIVE,0.3352497953333333,0.2182394,0.4529193749999999,250,18,53
b_Intercept,0.10820517507533334,0.05184427,0.16641114999999998,250,18,53
b_cardinality4 + b_cardinality4:adjectiveSUPERLATIVE,0.2987188735290333,0.20840681924999999,0.38646253250000007,250,18,53
b_adjectiveSUPERLATIVE,0.5348050018333333,0.44757479999999994,0.6232859999999999,250,18,54
b_cardinality4,-0.9168538125,-1.0084635,-0.8263824249999999,250,18,54
b_cardinality4:adjectiveSUPERLATIVE,0.4653226355,0.34041365,0.5934751749999999,250,18,54
b_Intercept,0.25401186033333334,0.18795855,0.319350225,250,18,54
b_cardinality4 + b_cardinality4:adjectiveSUPERLATIVE,-0.451531177,-0.548327425,-0.3524324499999999,250,18,54
b_adjectiveSUPERLATIVE,0.5065035653333333,0.417788775,0.59396485,250,18,55
b_cardinality4,-0.18576316091666667,-0.27378935,-0.09854928250000031,250,18,55
b_cardinality4:adjectiveSUPERLATIVE,0.06003495963780833,-0.06355252,0.18416649999999996,250,18,55
b_Intercept,-0.024015773819348333,-0.08769467750000001,0.040026549999999946,250,18,55
b_cardinality4 + b_cardinality4:adjectiveSUPERLATIVE,-0.12572820127885834,-0.218585205,-0.03074717500000007,250,18,55
b_adjectiveSUPERLATIVE,0.38455113416666664,0.29533205,0.4764383499999999,250,18,56
b_cardinality4,-0.39587618966666666,-0.48650042499999996,-0.30033297500000006,250,18,56
b_cardinality4:adjectiveSUPERLATIVE,0.4881910228333333,0.360034975,0.613485575,250,18,56
b_Intercept,0.39281855033333335,0.31720997500000003,0.46759035,250,18,56
b_cardinality4 + b_cardinality4:adjectiveSUPERLATIVE,0.09231483316666667,-0.005456299999999959,0.18540312499999978,250,18,56
b_adjectiveSUPERLATIVE,0.25756521736666665,0.1645434,0.351662875,250,18,57
b_cardinality4,-0.31139148408333334,-0.39900440000000004,-0.22120030000000004,250,18,57
b_cardinality4:adjectiveSUPERLATIVE,0.4205693246666667,0.286711075,0.551414325,250,18,57
b_Intercept,0.3398177233333333,0.27476500000000004,0.4052006999999999,250,18,57
b_cardinality4 + b_cardinality4:adjectiveSUPERLATIVE,0.10917784058333334,0.003212274999999998,0.2177661,250,18,57
b_adjectiveSUPERLATIVE,0.33503677483333333,0.24822650000000002,0.419239025,250,18,58
b_cardinality4,-0.39803186483333336,-0.483536075,-0.3152009000000002,250,18,58
b_cardinality4:adjectiveSUPERLATIVE,0.33904209733333335,0.22005265000000002,0.45977372499999997,250,18,58
b_Intercept,0.2529483221666667,0.192754525,0.314550175,250,18,58
b_cardinality4 + b_cardinality4:adjectiveSUPERLATIVE,-0.0589897675,-0.14950255000000004,0.03397705000000003,250,18,58
b_adjectiveSUPERLATIVE,0.6890543533333333,0.5972526250000001,0.7820440499999999,250,18,59
b_cardinality4,-0.3712398786666667,-0.461605475,-0.2789854750000001,250,18,59
b_cardinality4:adjectiveSUPERLATIVE,0.09257548286151666,-0.041846445,0.22616215,250,18,59
b_Intercept,0.010117718152603334,-0.053802039999999995,0.07497627500000001,250,18,59
b_cardinality4 + b_cardinality4:adjectiveSUPERLATIVE,-0.27866439580515,-0.38063014749999996,-0.17371287500000002,250,18,59
b_adjectiveSUPERLATIVE,0.338203099,0.24863345,0.42946969999999995,250,18,60
b_cardinality4,-0.43122602675,-0.53337805,-0.32995945000000004,250,18,60
b_cardinality4:adjectiveSUPERLATIVE,0.15592379252271665,0.027176589999999997,0.28620699999999993,250,18,60
b_Intercept,0.13335962968333334,0.06766156499999998,0.19914154999999994,250,18,60
b_cardinality4 + b_cardinality4:adjectiveSUPERLATIVE,-0.27530223422728334,-0.38200097250000004,-0.17206660000000007,250,18,60
b_adjectiveSUPERLATIVE,0.6751041235,0.582923875,0.7686363249999999,250,18,61
b_cardinality4,-0.2602811948,-0.34970935000000003,-0.16839012500000008,250,18,61
b_cardinality4:adjectiveSUPERLATIVE,-0.02229089619266667,-0.1517338,0.10994412499999998,250,18,61
b_Intercept,0.2086041595,0.14352215000000001,0.27138825,250,18,61
b_cardinality4 + b_cardinality4:adjectiveSUPERLATIVE,-0.28257209099266667,-0.38670779999999993,-0.17896003250000017,250,18,61
b_adjectiveSUPERLATIVE,0.674384349,0.5900607250000001,0.76303655,250,18,62
b_cardinality4,-0.14593046830916667,-0.2339244,-0.05971339750000003,250,18,62
b_cardinality4:adjectiveSUPERLATIVE,0.19572823691333333,0.06788900999999999,0.324060525,250,18,62
b_Intercept,0.09729847124,0.035558745,0.15848499999999993,250,18,62
b_cardinality4 + b_cardinality4:adjectiveSUPERLATIVE,0.04979776860416667,-0.047397024999999995,0.14988634999999995,250,18,62
b_adjectiveSUPERLATIVE,0.49758690233333336,0.405480425,0.5935783750000001,250,18,63
b_cardinality4,-0.35149247,-0.4405641,-0.256542925,250,18,63
b_cardinality4:adjectiveSUPERLATIVE,0.5595895243333333,0.42689,0.6910523999999999,250,18,63
b_Intercept,0.22679921016666665,0.1606634,0.2920463,250,18,63
b_cardinality4 + b_cardinality4:adjectiveSUPERLATIVE,0.20809705433333334,0.110343125,0.30640527500000003,250,18,63
b_adjectiveSUPERLATIVE,0.3691226575,0.276697925,0.4600889249999999,250,18,64
b_cardinality4,-0.48831542933333333,-0.57927315,-0.39829960000000003,250,18,64
b_cardinality4:adjectiveSUPERLATIVE,0.4513508761666667,0.324125825,0.579303175,250,18,64
b_Intercept,0.22843548015,0.156256825,0.299269575,250,18,64
b_cardinality4 + b_cardinality4:adjectiveSUPERLATIVE,-0.036964553166666664,-0.13371435,0.060383849999999975,250,18,64
b_adjectiveSUPERLATIVE,0.6868617023333333,0.595989225,0.779752875,250,18,65
b_cardinality4,-0.036216132485266665,-0.131644325,0.0577332374999999,250,18,65
b_cardinality4:adjectiveSUPERLATIVE,0.01627045651695,-0.11213215000000001,0.14372784999999996,250,18,65
b_Intercept,0.1461924156,0.0809608875,0.2124544249999999,250,18,65
b_cardinality4 + b_cardinality4:adjectiveSUPERLATIVE,-0.019945675968316666,-0.119862202825,0.07683225499999996,250,18,65
b_adjectiveSUPERLATIVE,0.49528315716666665,0.404665025,0.584262625,250,18,66
b_cardinality4,-0.38515937833333336,-0.47949759999999997,-0.2905984750000001,250,18,66
b_cardinality4:adjectiveSUPERLATIVE,0.5024812146666666,0.37603152500000003,0.62907255,250,18,66
b_Intercept,0.1354172455,0.06852956,0.20263514999999996,250,18,66
b_cardinality4 + b_cardinality4:adjectiveSUPERLATIVE,0.11732183633333333,0.021271025000000013,0.21618527499999993,250,18,66
b_adjectiveSUPERLATIVE,0.6742315495,0.578057275,0.771826525,250,18,67
b_cardinality4,-0.2984693015,-0.39115715,-0.20293865000000008,250,18,67
b_cardinality4:adjectiveSUPERLATIVE,0.3222530002333333,0.18772405,0.4576861499999999,250,18,67
b_Intercept,0.23149953575,0.164629425,0.2978696249999999,250,18,67
b_cardinality4 + b_cardinality4:adjectiveSUPERLATIVE,0.023783698733333334,-0.07841807499999999,0.1258916,250,18,67
b_adjectiveSUPERLATIVE,0.5415162693333333,0.453947175,0.63078335,250,18,68
b_cardinality4,-0.2841878344666667,-0.37371394999999996,-0.195334475,250,18,68
b_cardinality4:adjectiveSUPERLATIVE,0.2763584638666667,0.14402900000000002,0.4056475499999999,250,18,68
b_Intercept,0.10630993948683333,0.041473965,0.17083322499999995,250,18,68
b_cardinality4 + b_cardinality4:adjectiveSUPERLATIVE,-0.0078293706,-0.10869499999999999,0.09536737499999995,250,18,68
b_adjectiveSUPERLATIVE,0.6107234301666666,0.524816975,0.70051615,250,18,69
b_cardinality4,0.05986053815776,-0.03651163000000001,0.15259629999999996,250,18,69
b_cardinality4:adjectiveSUPERLATIVE,0.09801368531973334,-0.0272317925,0.22381702499999998,250,18,69
b_Intercept,0.12729906126833335,0.0672031375,0.18978565,250,18,69
b_cardinality4 + b_cardinality4:adjectiveSUPERLATIVE,0.15787422347749333,0.057285291999999995,0.25680847724999994,250,18,69
b_adjectiveSUPERLATIVE,0.5346649833333333,0.44082745,0.6293972499999997,250,18,70
b_cardinality4,-0.24178814438333332,-0.33591015,-0.14873050000000004,250,18,70
b_cardinality4:adjectiveSUPERLATIVE,0.28258651005,0.150055025,0.4182869999999999,250,18,70
b_Intercept,0.3098811398333333,0.2432942,0.3757243,250,18,70
b_cardinality4 + b_cardinality4:adjectiveSUPERLATIVE,0.04079836566666667,-0.06352447500000001,0.14322402499999987,250,18,70
b_adjectiveSUPERLATIVE,0.100929801623545,0.012400967499999999,0.19008044999999993,250,18,71
b_cardinality4,-0.4296182165,-0.51682275,-0.34124185000000007,250,18,71
b_cardinality4:adjectiveSUPERLATIVE,0.3568944548333333,0.2306357,0.482812575,250,18,71
b_Intercept,0.274965751,0.21086272499999997,0.33575642499999986,250,18,71
b_cardinality4 + b_cardinality4:adjectiveSUPERLATIVE,-0.07272376166666666,-0.16883947500000002,0.022697599999999773,250,18,71
b_adjectiveSUPERLATIVE,0.3382230648333333,0.251574925,0.4216473499999999,250,18,72
b_cardinality4,-0.5527784221666666,-0.6357367749999999,-0.470318525,250,18,72
b_cardinality4:adjectiveSUPERLATIVE,0.2674374670333333,0.15125702500000002,0.38008699999999984,250,18,72
b_Intercept,0.17003941716666668,0.106921925,0.23319679999999998,250,18,72
b_cardinality4 + b_cardinality4:adjectiveSUPERLATIVE,-0.28534095513333335,-0.3723699749999999,-0.19667235000000044,250,18,72
b_adjectiveSUPERLATIVE,0.3404656635,0.249920175,0.43305160000000004,250,18,73
b_cardinality4,-0.3594641296666667,-0.456824875,-0.26304152500000005,250,18,73
b_cardinality4:adjectiveSUPERLATIVE,0.4014317528333333,0.2645161,0.5429721499999999,250,18,73
b_Intercept,0.35031223316666665,0.28923395,0.413262125,250,18,73
b_cardinality4 + b_cardinality4:adjectiveSUPERLATIVE,0.04196762316666667,-0.07436609999999999,0.15761862499999998,250,18,73
b_adjectiveSUPERLATIVE,0.4806545171666667,0.38621297499999996,0.5714018000000001,250,18,74
b_cardinality4,-0.6077968396666666,-0.695114775,-0.5172886750000001,250,18,74
b_cardinality4:adjectiveSUPERLATIVE,0.37879638833333334,0.25204627500000004,0.5071682249999999,250,18,74
b_Intercept,0.16424773011666666,0.10021901,0.22735457499999995,250,18,74
b_cardinality4 + b_cardinality4:adjectiveSUPERLATIVE,-0.22900045133333333,-0.328768925,-0.124335475,250,18,74
b_adjectiveSUPERLATIVE,0.3170926551666667,0.223287125,0.411723425,250,18,75
b_cardinality4,-0.0030609083456166666,-0.10485605,0.09925802749999998,250,18,75
b_cardinality4:adjectiveSUPERLATIVE,0.43026483816666666,0.29510755,0.5694657499999998,250,18,75
b_Intercept,0.2742665558333333,0.208489175,0.34104434999999994,250,18,75
b_cardinality4 + b_cardinality4:adjectiveSUPERLATIVE,0.42720392982105,0.32076980250000003,0.5361663699999999,250,18,75
b_adjectiveSUPERLATIVE,0.6287799135,0.5414378,0.715382225,250,18,76
b_cardinality4,-0.6224882013333334,-0.7121270249999999,-0.53464975,250,18,76
b_cardinality4:adjectiveSUPERLATIVE,0.1576523716195,0.030100675,0.28725339999999994,250,18,76
b_Intercept,0.253955652,0.19149465000000002,0.31635095,250,18,76
b_cardinality4 + b_cardinality4:adjectiveSUPERLATIVE,-0.46483582971383336,-0.565477735,-0.36520757499999995,250,18,76
b_adjectiveSUPERLATIVE,0.42270109916666665,0.3331046,0.5123379250000001,250,18,77
b_cardinality4,-0.3224690568333333,-0.4148238,-0.22891542500000006,250,18,77
b_cardinality4:adjectiveSUPERLATIVE,0.4700410446666667,0.329071475,0.617270225,250,18,77
b_Intercept,-0.009532221704533333,-0.07220613749999999,0.05462768999999999,250,18,77
b_cardinality4 + b_cardinality4:adjectiveSUPERLATIVE,0.14757198783333333,0.02975957500000001,0.2677532749999999,250,18,77
b_adjectiveSUPERLATIVE,0.7985969113333333,0.7106575,0.8852231,250,18,78
b_cardinality4,-0.20713187118333334,-0.28977200000000003,-0.12578565000000003,250,18,78
b_cardinality4:adjectiveSUPERLATIVE,0.01209657044265,-0.107300725,0.12944239999999993,250,18,78
b_Intercept,0.2244061855,0.164808175,0.283707525,250,18,78
b_cardinality4 + b_cardinality4:adjectiveSUPERLATIVE,-0.19503530074068334,-0.28465848000000005,-0.10570326500000003,250,18,78
b_adjectiveSUPERLATIVE,0.49284193416666666,0.40694664999999997,0.57894315,250,18,79
b_cardinality4,-0.11074425303283333,-0.20008650000000003,-0.024212997500000003,250,18,79
b_cardinality4:adjectiveSUPERLATIVE,0.173250393911,0.0522136925,0.2944906499999997,250,18,79
b_Intercept,0.28100582683333336,0.21660174999999998,0.3447679999999998,250,18,79
b_cardinality4 + b_cardinality4:adjectiveSUPERLATIVE,0.06250614087816667,-0.030616900000000002,0.15443538249999988,250,18,79
b_adjectiveSUPERLATIVE,0.6997823181666667,0.6190487750000001,0.7830310999999999,250,18,80
b_cardinality4,-0.4840394335,-0.565002675,-0.40154637500000007,250,18,80
b_cardinality4:adjectiveSUPERLATIVE,0.23814659023333334,0.12006825,0.35398385,250,18,80
b_Intercept,0.06759944583661667,0.0077132905,0.126947,250,18,80
b_cardinality4 + b_cardinality4:adjectiveSUPERLATIVE,-0.24589284326666666,-0.33696407500000003,-0.15342032500000014,250,18,80
b_adjectiveSUPERLATIVE,0.4774654956666667,0.38432085,0.5696643250000001,250,18,81
b_cardinality4,-0.06916857562991667,-0.16133014999999998,0.024899682499999926,250,18,81
b_cardinality4:adjectiveSUPERLATIVE,0.31639220323333334,0.183162825,0.4469457,250,18,81
b_Intercept,0.1851809502,0.12182399999999999,0.24960382499999995,250,18,81
b_cardinality4 + b_cardinality4:adjectiveSUPERLATIVE,0.24722362760341668,0.144511037,0.35028624724999985,250,18,81
b_adjectiveSUPERLATIVE,0.6442445505,0.5542805,0.7283652249999999,250,18,82
b_cardinality4,-0.3569708326666667,-0.441083625,-0.2740325000000001,250,18,82
b_cardinality4:adjectiveSUPERLATIVE,0.5069745496666667,0.38568480000000005,0.6295523499999999,250,18,82
b_Intercept,0.06686519617006667,0.003548276999999998,0.13214612500000003,250,18,82
b_cardinality4 + b_cardinality4:adjectiveSUPERLATIVE,0.150003717,0.05913172500000002,0.24240779999999998,250,18,82
b_adjectiveSUPERLATIVE,0.7438789363333334,0.6585291249999999,0.8295016,250,18,83
b_cardinality4,-0.2019646688,-0.28526365,-0.11682240000000005,250,18,83
b_cardinality4:adjectiveSUPERLATIVE,-0.09137537076306666,-0.21140370000000003,0.030695282499999938,250,18,83
b_Intercept,0.11120402390833334,0.0538947025,0.16983410000000002,250,18,83
b_cardinality4 + b_cardinality4:adjectiveSUPERLATIVE,-0.29334003956306665,-0.386202625,-0.20146887,250,18,83
b_adjectiveSUPERLATIVE,0.5959033423333333,0.5028212750000001,0.6858469999999999,250,18,84
b_cardinality4,-0.25147939539999997,-0.3429874,-0.1572837,250,18,84
b_cardinality4:adjectiveSUPERLATIVE,0.2511873286733333,0.122280075,0.38038162499999995,250,18,84
b_Intercept,0.0517854772806,-0.012787195,0.11919122499999998,250,18,84
b_cardinality4 + b_cardinality4:adjectiveSUPERLATIVE,-2.920667266666665e-4,-0.10032525,0.09510214999999994,250,18,84
b_adjectiveSUPERLATIVE,0.4802357821666667,0.39737795000000004,0.5612638749999999,250,18,85
b_cardinality4,-0.43669510366666664,-0.5207732500000001,-0.35236852500000015,250,18,85
b_cardinality4:adjectiveSUPERLATIVE,0.28554103585,0.16638137500000003,0.40825979999999995,250,18,85
b_Intercept,0.07412693744003333,0.015124404999999997,0.13395502499999998,250,18,85
b_cardinality4 + b_cardinality4:adjectiveSUPERLATIVE,-0.15115406781666665,-0.24691085000000002,-0.05767330000000011,250,18,85
b_adjectiveSUPERLATIVE,0.35329573966666666,0.26454432499999997,0.443756425,250,18,86
b_cardinality4,-0.41913500016666666,-0.5074538000000001,-0.33229565,250,18,86
b_cardinality4:adjectiveSUPERLATIVE,0.41353484733333334,0.289382125,0.5410025749999999,250,18,86
b_Intercept,0.157764881,0.09218475749999999,0.2240785499999999,250,18,86
b_cardinality4 + b_cardinality4:adjectiveSUPERLATIVE,-0.0056001528333333335,-0.10124505000000003,0.09259557499999996,250,18,86
b_adjectiveSUPERLATIVE,0.4702309946666667,0.37382862499999997,0.5665505999999999,250,18,87
b_cardinality4,-0.19309635903683334,-0.301509,-0.08719741500000003,250,18,87
b_cardinality4:adjectiveSUPERLATIVE,0.32043973185,0.179130575,0.4645297749999999,250,18,87
b_Intercept,0.321991381,0.24423295,0.39913352499999993,250,18,87
b_cardinality4 + b_cardinality4:adjectiveSUPERLATIVE,0.12734337281316666,0.014519450000000008,0.24405759999999982,250,18,87
b_adjectiveSUPERLATIVE,0.535382403,0.4392969,0.628017525,250,18,88
b_cardinality4,-0.080348669979,-0.17460955,0.012474587499999988,250,18,88
b_cardinality4:adjectiveSUPERLATIVE,0.2792478279833333,0.14343185,0.4201445749999999,250,18,88
b_Intercept,0.0934622024625,0.025148584999999998,0.15996647499999997,250,18,88
b_cardinality4 + b_cardinality4:adjectiveSUPERLATIVE,0.19889915800433333,0.09379486999999999,0.3029846674999999,250,18,88
b_adjectiveSUPERLATIVE,0.6283400958333333,0.5372244,0.7197188250000001,250,18,89
b_cardinality4,-0.342499661,-0.433300425,-0.251978225,250,18,89
b_cardinality4:adjectiveSUPERLATIVE,0.2777273605,0.146218925,0.409512075,250,18,89
b_Intercept,0.18468871946666668,0.12223895,0.24878404999999995,250,18,89
b_cardinality4 + b_cardinality4:adjectiveSUPERLATIVE,-0.0647723005,-0.16439085,0.035857449999999944,250,18,89
b_adjectiveSUPERLATIVE,0.5467566285,0.4668276,0.6251395249999999,250,18,90
b_cardinality4,-0.26232852316666666,-0.34115015,-0.18029230000000004,250,18,90
b_cardinality4:adjectiveSUPERLATIVE,0.30687314281666667,0.191788675,0.42213552499999996,250,18,90
b_Intercept,0.14400784228333333,0.08804028,0.19936787499999997,250,18,90
b_cardinality4 + b_cardinality4:adjectiveSUPERLATIVE,0.04454461965,-0.043631974999999996,0.13372629999999994,250,18,90
b_adjectiveSUPERLATIVE,0.842258694,0.760519825,0.9252098749999998,250,18,91
b_cardinality4,-0.30817551816666666,-0.39374055,-0.22108440000000004,250,18,91
b_cardinality4:adjectiveSUPERLATIVE,0.1482180162855,0.0309679075,0.26595517499999993,250,18,91
b_Intercept,0.15111758783333334,0.09516476249999999,0.20805644999999992,250,18,91
b_cardinality4 + b_cardinality4:adjectiveSUPERLATIVE,-0.15995750188116667,-0.25644631749999997,-0.06262502500000007,250,18,91
b_adjectiveSUPERLATIVE,0.545096604,0.451562275,0.63884255,250,18,92
b_cardinality4,-0.1421301967775,-0.235761875,-0.05113024250000007,250,18,92
b_cardinality4:adjectiveSUPERLATIVE,0.23882500396333334,0.10937042499999998,0.3708485749999999,250,18,92
b_Intercept,0.13954016839833333,0.07065613750000001,0.2091875999999999,250,18,92
b_cardinality4 + b_cardinality4:adjectiveSUPERLATIVE,0.09669480718583333,-0.004912257500000004,0.1995525999999999,250,18,92
b_adjectiveSUPERLATIVE,0.5878727666666667,0.49026434999999996,0.686124175,250,18,93
b_cardinality4,-0.24000976365,-0.336853925,-0.14464695,250,18,93
b_cardinality4:adjectiveSUPERLATIVE,0.11933350033361667,-0.017048932500000002,0.2582972499999998,250,18,93
b_Intercept,0.11381795524333334,0.0486949475,0.18205007499999998,250,18,93
b_cardinality4 + b_cardinality4:adjectiveSUPERLATIVE,-0.12067626331638333,-0.22181187749999998,-0.018141075000000076,250,18,93
b_adjectiveSUPERLATIVE,0.4860797436666667,0.4040066,0.5693057499999999,250,18,94
b_cardinality4,-0.39769859933333335,-0.490004025,-0.30828479999999997,250,18,94
b_cardinality4:adjectiveSUPERLATIVE,0.22577792783333334,0.106370925,0.343490175,250,18,94
b_Intercept,0.157110523,0.0964688375,0.21823025000000001,250,18,94
b_cardinality4 + b_cardinality4:adjectiveSUPERLATIVE,-0.1719206715,-0.26900222499999993,-0.07417212500000005,250,18,94
b_adjectiveSUPERLATIVE,0.3307576365,0.23987960000000003,0.41994434999999986,250,18,95
b_cardinality4,-0.7024735261666667,-0.7928660000000001,-0.6146064250000002,250,18,95
b_cardinality4:adjectiveSUPERLATIVE,0.5410302673333334,0.41240405,0.6712995999999999,250,18,95
b_Intercept,0.23795030783333335,0.1745032,0.300463175,250,18,95
b_cardinality4 + b_cardinality4:adjectiveSUPERLATIVE,-0.16144325883333333,-0.2561328,-0.06426530000000012,250,18,95
b_adjectiveSUPERLATIVE,0.5715417733333333,0.482867775,0.657915075,250,18,96
b_cardinality4,-0.21273242528333333,-0.30038425,-0.1277373000000001,250,18,96
b_cardinality4:adjectiveSUPERLATIVE,0.25956714276666665,0.138374875,0.378872075,250,18,96
b_Intercept,0.2150443955,0.15384649999999997,0.27586455,250,18,96
b_cardinality4 + b_cardinality4:adjectiveSUPERLATIVE,0.04683471748333333,-0.04563850000000001,0.1393771249999999,250,18,96
b_adjectiveSUPERLATIVE,0.5953492473333334,0.5040531,0.68696315,250,18,97
b_cardinality4,-0.2703032899166667,-0.36137742500000003,-0.17855645000000003,250,18,97
b_cardinality4:adjectiveSUPERLATIVE,0.24206235366666667,0.11609074999999999,0.36954332499999987,250,18,97
b_Intercept,0.16387909506666667,0.10029334999999999,0.22592924999999997,250,18,97
b_cardinality4 + b_cardinality4:adjectiveSUPERLATIVE,-0.02824093625,-0.12731589999999998,0.07084312499999985,250,18,97
b_adjectiveSUPERLATIVE,0.6683246946666667,0.577437375,0.7615761999999999,250,18,98
b_cardinality4,-0.052492553576916665,-0.14349767500000002,0.036073424999999985,250,18,98
b_cardinality4:adjectiveSUPERLATIVE,0.28516779498333333,0.158829525,0.41419387499999977,250,18,98
b_Intercept,0.07838216401085,0.013541164999999999,0.14319007500000003,250,18,98
b_cardinality4 + b_cardinality4:adjectiveSUPERLATIVE,0.23267524140641666,0.1380835075,0.32862514525,250,18,98
b_adjectiveSUPERLATIVE,0.5760184298333333,0.49561525,0.65656945,250,18,99
b_cardinality4,-0.15898053117833333,-0.236394125,-0.08019233750000002,250,18,99
b_cardinality4:adjectiveSUPERLATIVE,0.0616594116595,-0.04921294749999999,0.17199007499999996,250,18,99
b_Intercept,0.14722797025,0.09143397,0.20304897499999996,250,18,99
b_cardinality4 + b_cardinality4:adjectiveSUPERLATIVE,-0.097321119518833335,-0.18185853999999996,-0.010072050000000074,250,18,99
b_adjectiveSUPERLATIVE,0.36051413866666665,0.272592,0.44519224999999996,250,18,100
b_cardinality4,-0.9462171596666666,-1.0336007500000002,-0.859142475,250,18,100
b_cardinality4:adjectiveSUPERLATIVE,0.43319570916666666,0.30936194999999994,0.55434115,250,18,100
b_Intercept,0.25109481283333335,0.18778675,0.31330367499999995,250,18,100
b_cardinality4 + b_cardinality4:adjectiveSUPERLATIVE,-0.5130214505,-0.6115578,-0.4163630750000001,250,18,100
